0.088,0.1708,-0.2585,1.0345,0,0,0,0,0,0,0,0,0,0,0,0,
0.097,0.1708,-0.2585,1.0345,0.1517,-0.0975,-0.5599,0,0,0,0,0,0,47.6456499,-122.12144078,0,
0.107,0.1708,-0.2585,1.0345,0.1517,-0.0975,-0.5599,-0.0758,0.4668,0.5422,0,0,0,47.6456499,-122.12144078,0,
0.108,0.1708,-0.2585,1.0345,0.1517,-0.0975,-0.5599,-0.0758,0.4668,0.5422,287.9756,14.343,8.1543,47.6456499,-122.12144078,0,
0.138,0.1708,-0.2585,1.0345,0.3643,-0.4567,-0.4858,-0.0758,0.4668,0.5422,287.9756,14.343,8.1543,47.6456499,-122.12144078,0,
0.147,0.1708,-0.2585,1.0345,0.3643,-0.4567,-0.4858,-0.0758,0.4668,0.5422,287.4799,14.1456,7.6797,47.6456499,-122.12144078,0,
0.157,0.1192,-0.2103,1.0075,0.3643,-0.4567,-0.4858,-0.0758,0.4668,0.5422,287.4799,14.1456,7.6797,47.6456499,-122.12144078,0,
0.172,0.1192,-0.2103,1.0075,0.3643,-0.4567,-0.4858,0.1742,0.1553,0.1318,287.4799,14.1456,7.6797,47.6456499,-122.12144078,0,
0.177,0.1192,-0.2103,1.0075,0.5804,0.036,-0.121,0.1742,0.1553,0.1318,287.4799,14.1456,7.6797,47.6456499,-122.12144078,0,
0.187,0.1192,-0.2103,1.0075,0.5804,0.036,-0.121,0.1742,0.1553,0.1318,287.6772,13.7015,7.1788,47.6456499,-122.12144078,0,
0.217,0.1192,-0.2103,1.0075,0.3458,-0.5309,-0.376,0.1742,0.1553,0.1318,287.6772,13.7015,7.1788,47.6456499,-122.12144078,0,
0.218,0.0667,-0.2181,0.9842,0.3458,-0.5309,-0.376,0.1742,0.1553,0.1318,287.6772,13.7015,7.1788,47.6456499,-122.12144078,0,
0.227,0.0667,-0.2181,0.9842,0.3458,-0.5309,-0.376,0.1742,0.1553,0.1318,288.3745,13.9374,6.5559,47.6456499,-122.12144078,0,
0.237,0.0667,-0.2181,0.9842,0.3458,-0.5309,-0.376,-0.1232,0.3379,-0.2411,288.3745,13.9374,6.5559,47.6456499,-122.12144078,0,
0.257,0.0667,-0.2181,0.9842,-0.047,0.0322,-0.2824,-0.1232,0.3379,-0.2411,288.3745,13.9374,6.5559,47.6456499,-122.12144078,0,
0.267,0.0667,-0.2181,0.9842,-0.047,0.0322,-0.2824,-0.1232,0.3379,-0.2411,289.3621,14.3038,6.0804,47.6456499,-122.12144078,0,
0.287,0.098,-0.2608,0.9836,-0.047,0.0322,-0.2824,-0.1232,0.3379,-0.2411,289.3621,14.3038,6.0804,47.6456499,-122.12144078,0,
0.297,0.098,-0.2608,0.9836,0.4415,-0.0402,-0.0151,-0.1232,0.3379,-0.2411,289.3621,14.3038,6.0804,47.6456499,-122.12144078,0,
0.301,0.098,-0.2608,0.9836,0.4415,-0.0402,-0.0151,-0.2442,0.3822,-0.343,289.3621,14.3038,6.0804,47.6456499,-122.12144078,0,
0.306,0.098,-0.2608,0.9836,0.4415,-0.0402,-0.0151,-0.2442,0.3822,-0.343,290.323,14.818,5.3036,47.6456499,-122.12144078,0,
0.337,0.098,-0.2608,0.9836,0.3052,0.0513,-0.4703,-0.2442,0.3822,-0.343,290.323,14.818,5.3036,47.6456499,-122.12144078,0,
0.346,0.098,-0.2608,0.9836,0.3052,0.0513,-0.4703,-0.2442,0.3822,-0.343,291.2743,15.0521,5.0436,47.6456499,-122.12144078,0,
0.356,0.0569,-0.2582,1.0001,0.3052,0.0513,-0.4703,-0.2442,0.3822,-0.343,291.2743,15.0521,5.0436,47.6456499,-122.12144078,0,
0.366,0.0569,-0.2582,1.0001,0.3052,0.0513,-0.4703,-0.0752,0.1315,-0.3674,291.2743,15.0521,5.0436,47.6456499,-122.12144078,0,
0.376,0.0569,-0.2582,1.0001,-0.2588,0.4239,-0.1555,-0.0752,0.1315,-0.3674,291.2743,15.0521,5.0436,47.6456499,-122.12144078,0,
0.386,0.0569,-0.2582,1.0001,-0.2588,0.4239,-0.1555,-0.0752,0.1315,-0.3674,291.9862,14.9495,5.1915,47.6456499,-122.12144078,0,
0.416,0.0569,-0.2582,1.0001,-0.1277,1.1406,0.0967,-0.0752,0.1315,-0.3674,291.9862,14.9495,5.1915,47.6456499,-122.12144078,0,
0.426,0.1094,-0.3237,0.9656,-0.1277,1.1406,0.0967,-0.0752,0.1315,-0.3674,291.9862,14.9495,5.1915,47.6456499,-122.12144078,0,
0.427,0.1094,-0.3237,0.9656,-0.1277,1.1406,0.0967,-0.0752,0.1315,-0.3674,292.3627,15.6266,4.0429,47.6456499,-122.12144078,0,
0.431,0.1094,-0.3237,0.9656,-0.1277,1.1406,0.0967,-0.2743,0.4975,-0.0505,292.3627,15.6266,4.0429,47.6456499,-122.12144078,0,
0.456,0.1094,-0.3237,0.9656,-0.4535,2.2228,1.6175,-0.2743,0.4975,-0.0505,292.3627,15.6266,4.0429,47.6456499,-122.12144078,0,
0.466,0.1094,-0.3237,0.9656,-0.4535,2.2228,1.6175,-0.2743,0.4975,-0.0505,292.4259,17.0586,1.1255,47.6456499,-122.12144078,0,
0.486,0.0628,-0.5014,0.8224,-0.4535,2.2228,1.6175,-0.2743,0.4975,-0.0505,292.4259,17.0586,1.1255,47.6456499,-122.12144078,0,
0.496,0.0628,-0.5014,0.8224,1.6893,3.9441,2.1736,-0.2743,0.4975,-0.0505,292.4259,17.0586,1.1255,47.6456499,-122.12144078,0,
0.496,0.0628,-0.5014,0.8224,1.6893,3.9441,2.1736,-0.6626,1.3982,0.5542,292.4259,17.0586,1.1255,47.6456499,-122.12144078,0,
0.505,0.0628,-0.5014,0.8224,1.6893,3.9441,2.1736,-0.6626,1.3982,0.5542,291.9007,18.5752,-2.5519,47.6456499,-122.12144078,0,
0.536,0.0628,-0.5014,0.8224,0.7331,3.4,2.5652,-0.6626,1.3982,0.5542,291.9007,18.5752,-2.5519,47.6456499,-122.12144078,0,
0.545,0.0628,-0.5014,0.8224,0.7331,3.4,2.5652,-0.6626,1.3982,0.5542,288.9678,20.0794,-6.1731,47.6456499,-122.12144078,0,
0.556,-0.2168,-0.6947,0.6916,0.7331,3.4,2.5652,-0.6626,1.3982,0.5542,288.9678,20.0794,-6.1731,47.6456499,-122.12144078,0,
0.56,-0.2168,-0.6947,0.6916,0.7331,3.4,2.5652,-0.7897,0.9558,1.7732,288.9678,20.0794,-6.1731,47.6456499,-122.12144078,0,
0.575,-0.2168,-0.6947,0.6916,-0.2382,0.0897,-0.2341,-0.7897,0.9558,1.7732,288.9678,20.0794,-6.1731,47.6456499,-122.12144078,0,
0.585,-0.2168,-0.6947,0.6916,-0.2382,0.0897,-0.2341,-0.7897,0.9558,1.7732,285.7972,21.9495,-8.9583,47.6456499,-122.12144078,0,
0.615,-0.2168,-0.6947,0.6916,2.6882,2.0862,-1.4434,-0.7897,0.9558,1.7732,285.7972,21.9495,-8.9583,47.6456499,-122.12144078,0,
0.625,-0.2168,-0.6947,0.6916,2.6882,2.0862,-1.4434,-1.5153,0.9874,1.5211,285.7972,21.9495,-8.9583,47.64565012,-122.12144126,0.25999999,
0.626,-0.2703,-0.4841,0.9652,2.6882,2.0862,-1.4434,-1.5153,0.9874,1.5211,285.7972,21.9495,-8.9583,47.64565012,-122.12144126,0.25999999,
0.626,-0.2703,-0.4841,0.9652,2.6882,2.0862,-1.4434,-1.5153,0.9874,1.5211,283.5591,25.3751,-12.689,47.64565012,-122.12144126,0.25999999,
0.655,-0.2703,-0.4841,0.9652,-2.4993,-2.4754,0.3101,-1.5153,0.9874,1.5211,283.5591,25.3751,-12.689,47.64565012,-122.12144126,0.25999999,
0.665,-0.2703,-0.4841,0.9652,-2.4993,-2.4754,0.3101,-1.5153,0.9874,1.5211,280.6545,28.5029,-17.4182,47.64565012,-122.12144126,0.25999999,
0.684,-0.1849,-0.3233,0.8492,-2.4993,-2.4754,0.3101,-1.5153,0.9874,1.5211,280.6545,28.5029,-17.4182,47.64565012,-122.12144126,0.25999999,
0.689,-0.1849,-0.3233,0.8492,-2.4993,-2.4754,0.3101,-1.6038,1.3127,1.7484,280.6545,28.5029,-17.4182,47.64565012,-122.12144126,0.25999999,
0.695,-0.1849,-0.3233,0.8492,0.4917,0.1139,0.3159,-1.6038,1.3127,1.7484,280.6545,28.5029,-17.4182,47.64565012,-122.12144126,0.25999999,
0.704,-0.1849,-0.3233,0.8492,0.4917,0.1139,0.3159,-1.6038,1.3127,1.7484,279.3302,31.5285,-21.6069,47.64565012,-122.12144126,0.25999999,
0.735,-0.1849,-0.3233,0.8492,-0.0157,-0.7816,-1.9976,-1.6038,1.3127,1.7484,279.3302,31.5285,-21.6069,47.64565012,-122.12144126,0.25999999,
0.744,-0.1849,-0.3233,0.8492,-0.0157,-0.7816,-1.9976,-1.6038,1.3127,1.7484,276.6227,34.1913,-26.0269,47.64565012,-122.12144126,0.25999999,
0.755,-0.1849,-0.3233,0.8492,-0.0157,-0.7816,-1.9976,-1.5974,1.035,1.9416,276.6227,34.1913,-26.0269,47.64565012,-122.12144126,0.25999999,
0.755,-0.4218,-0.4554,0.8867,-0.0157,-0.7816,-1.9976,-1.5974,1.035,1.9416,276.6227,34.1913,-26.0269,47.64565012,-122.12144126,0.25999999,
0.775,-0.4218,-0.4554,0.8867,-2.1418,-4.9207,-3.4961,-1.5974,1.035,1.9416,276.6227,34.1913,-26.0269,47.64565012,-122.12144126,0.25999999,
0.784,-0.4218,-0.4554,0.8867,-2.1418,-4.9207,-3.4961,-1.5974,1.035,1.9416,273.2975,35.499,-30.2989,47.64565012,-122.12144126,0.25999999,
0.814,-0.4218,-0.4554,0.8867,-0.3024,-4.1069,-3.3635,-1.5974,1.035,1.9416,273.2975,35.499,-30.2989,47.64565012,-122.12144126,0.25999999,
0.819,-0.4218,-0.4554,0.8867,-0.3024,-4.1069,-3.3635,-0.9773,0.6155,1.5461,273.2975,35.499,-30.2989,47.64565012,-122.12144126,0.25999999,
0.824,-0.3658,-0.016,1.0089,-0.3024,-4.1069,-3.3635,-0.9773,0.6155,1.5461,273.2975,35.499,-30.2989,47.64565012,-122.12144126,0.25999999,
0.824,-0.3658,-0.016,1.0089,-0.3024,-4.1069,-3.3635,-0.9773,0.6155,1.5461,271.4007,36.454,-32.9288,47.64565012,-122.12144126,0.25999999,
0.854,-0.3658,-0.016,1.0089,1.031,-0.8442,-3.6512,-0.9773,0.6155,1.5461,271.4007,36.454,-32.9288,47.64565012,-122.12144126,0.25999999,
0.863,-0.3658,-0.016,1.0089,1.031,-0.8442,-3.6512,-0.9773,0.6155,1.5461,269.3074,36.6943,-34.5784,47.64565012,-122.12144126,0.25999999,
0.886,-0.6037,-0.3683,1.0238,1.031,-0.8442,-3.6512,-0.9773,0.6155,1.5461,269.3074,36.6943,-34.5784,47.64565012,-122.12144126,0.25999999,
0.886,-0.6037,-0.3683,1.0238,1.031,-0.8442,-3.6512,-0.4934,0.2205,1.0795,269.3074,36.6943,-34.5784,47.64565012,-122.12144126,0.25999999,
0.893,-0.6037,-0.3683,1.0238,-1.3552,-0.793,-3.2285,-0.4934,0.2205,1.0795,269.3074,36.6943,-34.5784,47.64565012,-122.12144126,0.25999999,
0.903,-0.6037,-0.3683,1.0238,-1.3552,-0.793,-3.2285,-0.4934,0.2205,1.0795,267.7961,36.2731,-36.9386,47.64565012,-122.12144126,0.25999999,
0.934,-0.6037,-0.3683,1.0238,-0.1547,-0.4694,-0.0623,-0.4934,0.2205,1.0795,267.7961,36.2731,-36.9386,47.64565012,-122.12144126,0.25999999,
0.943,-0.6037,-0.3683,1.0238,-0.1547,-0.4694,-0.0623,-0.4934,0.2205,1.0795,268.9857,35.9253,-40.545,47.64565012,-122.12144126,0.25999999,
0.948,-0.6037,-0.3683,1.0238,-0.1547,-0.4694,-0.0623,0.3861,1.3446,0.6479,268.9857,35.9253,-40.545,47.64565012,-122.12144126,0.25999999,
0.954,-0.5799,-0.4026,0.7606,-0.1547,-0.4694,-0.0623,0.3861,1.3446,0.6479,268.9857,35.9253,-40.545,47.64565012,-122.12144126,0.25999999,
0.974,-0.5799,-0.4026,0.7606,2.1932,1.2232,3.9623,0.3861,1.3446,0.6479,268.9857,35.9253,-40.545,47.64565012,-122.12144126,0.25999999,
0.983,-0.5799,-0.4026,0.7606,2.1932,1.2232,3.9623,0.3861,1.3446,0.6479,269.6227,35.2369,-43.3877,47.64565012,-122.12144126,0.25999999,
1.013,-0.5799,-0.4026,0.7606,0.2386,-0.2142,1.8203,0.3861,1.3446,0.6479,269.6227,35.2369,-43.3877,47.64565012,-122.12144126,0.25999999,
1.014,-0.5799,-0.4026,0.7606,0.2386,-0.2142,1.8203,-0.0463,0.7828,0.8009,269.6227,35.2369,-43.3877,47.64565012,-122.12144126,0.25999999,
1.023,-0.8347,-0.4873,0.2513,0.2386,-0.2142,1.8203,-0.0463,0.7828,0.8009,269.6227,35.2369,-43.3877,47.64565012,-122.12144126,0.25999999,
1.023,-0.8347,-0.4873,0.2513,0.2386,-0.2142,1.8203,-0.0463,0.7828,0.8009,268.1744,35.2864,-45.7631,47.64565012,-122.12144126,0.25999999,
1.053,-0.8347,-0.4873,0.2513,-0.2734,1.4864,0.5149,-0.0463,0.7828,0.8009,268.1744,35.2864,-45.7631,47.64565012,-122.12144126,0.25999999,
1.062,-0.8347,-0.4873,0.2513,-0.2734,1.4864,0.5149,-0.0463,0.7828,0.8009,267.1472,35.0901,-47.9291,47.64565012,-122.12144126,0.25999999,
1.078,-0.8347,-0.4873,0.2513,-0.2734,1.4864,0.5149,-0.2413,0.6279,0.8154,267.1472,35.0901,-47.9291,47.64565012,-122.12144126,0.25999999,
1.093,-0.6772,-0.5129,0.4796,-0.2734,1.4864,0.5149,-0.2413,0.6279,0.8154,267.1472,35.0901,-47.9291,47.64565012,-122.12144126,0.25999999,
